api,bottom,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,interval,cum_oil_365,file_no,TD,Section,Latitude,Longitude,CTB,Well_Status_Date_year,Well_Status_Date_month,Well_Status_Date_day,treatment_date_year,treatment_date_month,treatment_date_day,Spud_Date_year,Spud_Date_month,Spud_Date_day,Well_Status_encod,Wellbore_encod,Range_encod,Township_encod,Current_Operator_encod,Original_Operator_encod,Lease_Name_encod,Lease_Number_encod,County_Name_encod,QQ_encod,Field_Name_encod,Produced_Pools_BAKKEN,Produced_Pools_BAKKEN/THREE FORKS,Produced_Pools_BIRDBEAR,Produced_Pools_DUPEROW,"Produced_Pools_DUPEROW,MADISON",Produced_Pools_LODGEPOLE,Produced_Pools_MADISON,"Produced_Pools_MADISON,TYLER",Produced_Pools_ORDOVICIAN,Produced_Pools_RED RIVER,Produced_Pools_SANISH,Produced_Pools_SPEARFISH,Produced_Pools_SPEARFISH/MADISON,Produced_Pools_THREE FORKS,Produced_Pools_TYLER
33105022740000,21088,54619,5,2293998,239,319,9588,7856,31.0,2553226,266,30,11500,9588,87506.0,21095,21088.0,23,48.227434416263605,-103.25075896851101,121095.0,2012,1,30,2011,12,19,2011,10,9,0,1,98,155,9,16,37,259,12,38,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022750000,19480,0,0,0,0,255,9470,6712,32.3,0,0,37,10010,9470,48306.0,21097,19530.0,5,48.53281478377818,-102.9823747461892,121097.0,2012,1,23,2012,1,8,2011,9,14,0,1,95,158,32,53,101,3507,12,40,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022790000,20176,67262,7,2825004,302,252,9354,9960,45.0,3715140,397,37,10822,9354,74400.0,21125,20176.0,25,48.31273200588371,-103.86808123756546,121125.0,2012,1,15,2011,12,7,2011,9,24,0,1,103,156,48,11,1564,2565,12,30,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022800000,20870,75255,7,3160710,309,255,10205,9781,46.7,4198800,411,40,10665,10205,71595.0,21126,20870.0,25,48.31273191025682,-103.86797843866137,121126.0,2012,1,8,2011,12,7,2011,8,26,0,1,103,156,48,11,1635,421,12,30,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022810000,20410,74287,7,3120054,334,252,9338,9930,44.8,3302280,353,37,11072,9338,92272.0,21138,20410.0,30,48.12651793907234,-103.85501193332718,121138.0,2011,12,12,2011,11,22,2011,8,21,0,1,102,154,48,11,1128,22,12,38,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022820000,18847,35819,4,1504398,174,226,8618,8098,30.3,1022172,118,38,10229,8618,85385.0,21140,18847.0,7,48.26165786417924,-102.95324771598742,121140.0,2012,1,31,2011,1,26,2011,7,30,3,1,95,155,22,40,312,94,12,13,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022850000,21414,78302,7,3288684,326,10068,10068,8175,0.0,5032129,499,1,11346,10068,128612.0,21150,21414.0,22,48.14214775532993,-103.65606638109385,121150.0,2012,1,14,2012,1,3,2011,11,3,0,1,101,154,35,57,1608,3614,12,43,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022860000,19766,23391,2,982422,108,433,9096,7865,46.2,1319525,145,21,10670,9096,21958.0,21156,19766.0,21,48.40252226531976,-103.09259591076248,221156.0,2012,3,26,2012,3,20,2011,8,21,0,1,96,157,22,40,1178,2257,12,38,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022870000,20408,74045,7,3109890,315,9862,9862,8566,0.0,4308648,436,1,10546,9862,54955.0,21157,20408.0,21,48.40238521459744,-103.09259685855447,221156.0,2012,2,22,2012,1,29,2011,8,23,0,1,96,157,22,40,1171,2535,12,38,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022880000,20250,51615,5,2167830,225,282,9601,7858,33.7,2506514,261,34,10649,9601,69701.0,21158,20250.0,27,48.40168035747143,-103.58431115759852,121158.0,2012,5,24,2012,5,22,2011,10,6,0,1,100,157,22,40,849,2304,12,25,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022890000,20194,51337,5,2156154,228,248,9446,8133,38.9,2921777,309,38,10748,9446,89136.0,21159,20194.0,22,48.40189964225052,-103.58455299313265,121159.0,2012,5,22,2012,5,18,2011,10,4,0,1,100,157,22,40,1819,2501,12,37,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022920000,19963,8098,0,340116,37,302,9073,7145,48.9,1426960,157,30,10890,9073,55005.0,21165,19965.0,20,48.4027295457071,-103.89988531608897,121165.0,2012,11,3,2012,11,2,2011,11,12,0,1,102,157,51,50,2211,2374,12,38,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022940000,19395,60245,6,2530290,252,345,10008,6064,31.0,3328456,332,29,9387,10008,111031.0,21178,19395.0,35,48.63368704390608,-102.91120426367928,121178.0,2012,5,11,2012,3,25,2011,9,14,0,1,95,160,9,16,1824,3130,12,37,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022950000,19523,60260,5,2530920,251,335,10066,5833,31.0,3519748,349,30,9457,10066,136094.0,21180,19523.0,35,48.63368738560994,-102.91157672089469,121180.0,2012,5,11,2012,3,20,2011,9,8,0,1,95,160,9,16,1824,2655,12,37,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022960000,19540,44957,4,1888194,203,9259,9259,8300,33.5,3056761,330,1,10281,9259,32734.0,21185,19540.0,36,48.46090213556828,-103.94436171079953,121185.0,2012,1,8,2012,1,8,2011,8,29,0,1,103,158,23,35,2731,372,12,44,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022970000,20160,68100,7,2860200,308,243,9260,8003,38.8,2944459,317,38,10900,9260,62290.0,21187,20160.0,8,48.431527749039056,-103.1169271861924,121187.0,2012,5,13,2012,5,8,2011,12,2,0,1,96,157,22,40,1177,98,12,38,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022980000,19975,73066,7,3068772,330,244,9287,7871,38.8,4535473,488,38,10688,9287,65933.0,21195,19975.0,11,48.43172175986024,-103.17647782007565,121195.0,2012,4,25,2012,4,21,2011,10,23,0,1,97,157,22,40,1181,621,12,43,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105022990000,20860,51298,5,2154516,216,293,9970,8515,26.7,3695822,370,34,10890,9970,48357.0,21196,20860.0,11,48.431584706820715,-103.17647687813032,121196.0,2012,5,8,2012,4,23,2011,9,4,0,1,97,157,22,40,1180,980,12,43,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023020000,19157,69109,7,2902578,326,286,8883,6619,26.3,2376644,267,31,10274,8883,55967.0,21202,19584.0,21,48.57636250858496,-103.34683009471243,121202.0,2012,10,15,2012,10,5,2011,8,22,0,1,98,159,54,56,2594,1766,12,37,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023040000,19951,67385,7,2830170,312,334,9044,5561,36.2,2696290,298,27,10907,9044,42297.0,21207,20377.0,14,48.43015499121128,-103.70525220910031,121207.0,2012,5,14,2012,5,14,2012,3,10,0,1,101,157,23,63,2798,1668,12,26,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023050000,20745,58617,6,2461914,260,9461,9461,7480,31.0,2538284,268,1,11284,9461,84898.0,21216,20745.0,20,48.227576823160284,-103.18122505767117,121216.0,2011,10,26,2011,9,28,2011,8,15,3,1,97,155,9,16,2371,236,12,43,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023080000,19751,0,0,0,0,353,9198,0,0.0,0,0,26,10553,9198,68082.0,21238,19855.0,28,48.48801610861436,-103.48762393321788,121238.0,2012,5,2,2012,5,2,2012,1,4,0,1,99,158,23,63,1347,1712,12,26,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023090000,20667,71245,7,2992290,303,252,9848,9492,49.3,391501,39,39,10819,9848,56570.0,21240,20667.0,15,48.254860429346564,-103.90918055556324,121240.0,2012,3,9,2012,2,3,2011,10,1,0,1,103,155,48,11,1304,23,12,25,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023100000,21040,81789,7,3435138,335,249,10246,9353,47.4,4121680,402,41,10794,10246,73083.0,21241,21040.0,15,48.254860855229815,-103.90928324074869,121241.0,2012,2,18,2012,2,3,2011,11,10,0,1,103,155,48,11,1575,23,12,25,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023130000,19127,51376,5,2157792,221,325,9761,6566,30.9,3053966,312,30,9366,9761,87406.0,21248,19127.0,23,48.5768644335913,-102.91100150026972,121248.0,2013,3,8,2013,2,5,2012,4,12,0,1,95,159,9,16,2836,2632,12,37,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023140000,20060,54075,5,2271150,224,337,10126,7251,31.8,3044896,300,30,9934,10126,81819.0,21249,20060.0,23,48.5768641571869,-102.91081548011257,121249.0,2013,3,9,2013,2,5,2012,4,10,0,1,95,159,9,16,2792,2642,12,37,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023150000,21200,83101,8,3490242,349,9991,9991,9585,40.0,4531805,453,1,11209,9991,5793.0,21261,14410.0,13,48.34179061463066,-103.74865743824525,121261.0,2012,1,5,2011,9,16,2011,8,29,0,1,102,156,35,57,567,3661,12,26,316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33105023180000,19949,87652,9,3681384,411,248,8948,8433,40.0,6557807,732,36,11001,8948,49257.0,21268,20160.0,29,48.31290939960393,-103.95815849342192,121268.0,2011,12,15,2011,11,23,2011,9,27,0,1,103,156,35,57,1362,3674,12,30,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023190000,19500,52460,5,2203320,231,366,9527,6245,53.6,2872840,301,26,9973,9527,83589.0,21271,19510.0,5,48.532810530108364,-102.99154991197064,121271.0,2012,3,24,2012,2,23,2011,12,4,0,1,95,158,32,53,993,3507,12,44,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023200000,20485,45186,4,1897812,199,250,9503,8646,42.0,2112738,222,38,10982,9503,50741.0,21272,20485.0,19,48.402369884242276,-103.26387191618707,121272.0,2012,5,10,2012,5,3,2012,1,8,0,1,97,157,22,40,1189,1688,12,43,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023210000,15405,12942,3,543564,129,4210,4210,7575,0.0,779229,185,1,11195,4210,13896.0,21292,15405.0,13,48.32992439782178,-103.23615717069107,121292.0,2011,12,21,2011,12,14,2011,9,2,0,1,98,156,22,40,1187,1648,12,44,328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023220000,20372,50221,5,2109282,230,305,9164,7460,31.7,2743315,299,30,11208,9164,124992.0,21294,20516.0,24,48.15273501744415,-103.4887259204693,121294.0,2012,7,31,2012,7,23,2012,5,29,0,1,100,154,9,55,2369,1487,12,26,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023230000,20525,46075,4,1935150,204,295,9451,8200,31.1,3045344,322,32,11074,9451,102187.0,21295,20675.0,29,48.31283174280918,-103.44096307665964,121295.0,2012,4,24,2012,4,15,2011,9,4,0,1,99,156,9,55,2304,1651,12,30,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023240000,21000,61017,6,2562714,265,9658,9658,7756,31.0,2588704,268,1,11342,9658,74703.0,21302,21000.0,1,48.28384360470847,-103.22471522852231,121302.0,2011,12,20,2011,11,18,2011,9,22,0,1,98,155,9,16,2911,218,12,12,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023250000,20445,57401,5,2410842,250,9617,9617,7070,31.0,2506870,260,1,10828,9617,79876.0,21305,20445.0,35,48.37319821405861,-103.44301748405952,121305.0,2011,12,13,2011,11,13,2011,9,12,0,1,99,157,9,16,639,370,12,38,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023260000,18944,28937,3,1215354,135,298,8961,7899,39.6,2471500,275,30,9983,8961,20161.0,21310,18944.0,8,48.60559867275463,-103.7607966167924,121310.0,2012,4,10,2012,4,4,2012,1,22,0,1,101,159,51,50,2006,2972,12,43,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023270000,20550,38354,4,1610868,168,318,9553,9064,30.2,2791877,292,30,10997,9553,63354.0,21313,20550.0,13,48.08173334780882,-103.9997016796097,121313.0,2012,2,28,2012,2,27,2011,12,26,0,1,104,153,35,101,1292,794,12,30,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023280000,20880,74197,7,3116274,313,276,9947,7146,36.1,4003952,402,36,10933,9947,92084.0,21314,20880.0,4,48.283955030385705,-103.67454585433208,221314.0,2012,3,11,2012,2,21,2011,12,13,3,1,101,155,35,57,1284,3626,12,12,316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023310000,21196,67756,6,2845752,290,407,9787,8561,48.0,2764991,282,24,11409,9787,74814.0,21328,21221.0,16,48.081608135335074,-103.2993242422307,121328.0,2012,2,16,2012,2,4,2011,11,4,0,1,98,153,57,97,2926,637,12,31,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023320000,20015,26221,2,1101282,119,308,9254,8220,44.2,2564300,277,30,10761,9254,45594.0,21335,20015.0,21,48.40310801744171,-104.0020281681836,121335.0,2012,5,29,2012,5,28,2012,3,14,0,1,103,157,51,50,1947,2917,12,43,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023330000,20364,53634,5,2252628,235,9554,9554,6954,31.0,2562703,268,1,10810,9554,77473.0,21336,20364.0,34,48.37326562752635,-103.46424099873742,121336.0,2011,11,21,2011,11,13,2011,9,10,0,1,99,157,9,16,2520,361,12,38,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023340000,19501,46591,4,1956822,205,257,9541,5660,35.6,2798338,293,37,9960,9541,38659.0,21342,19538.0,4,48.53272595517014,-102.95443656670903,121342.0,2012,3,16,2012,2,19,2011,10,24,0,1,95,158,32,53,2450,3149,12,37,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023350000,20075,84141,8,3533922,377,260,9364,7860,34.3,4077748,435,36,10711,9364,102031.0,21354,20200.0,1,48.28361060810026,-103.6125412721172,221354.0,2012,4,7,2012,4,3,2011,12,17,0,1,101,155,35,57,631,3624,12,12,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023360000,20060,29153,3,1224426,134,302,9081,7029,37.7,2279150,250,30,10979,9081,60931.0,21361,20060.0,35,48.37393775473898,-103.95784907504658,121361.0,2012,5,25,2012,5,24,2012,2,23,0,1,103,157,51,50,1588,2957,12,43,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023370000,19688,57219,6,2403198,276,361,8684,8503,49.0,2307076,265,24,11004,8684,54019.0,21376,19725.0,3,48.19665043868329,-103.13668457103351,221376.0,2012,3,9,2012,2,18,2011,12,11,0,1,97,154,57,97,3051,2831,12,12,326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023390000,20753,7407,0,311094,32,4825,9651,8210,36.2,323400,33,2,11102,9651,100314.0,21388,20753.0,34,48.03412784421074,-103.51854115812105,121388.0,2012,3,3,2012,1,3,2011,11,4,0,1,100,153,35,57,1093,3581,12,16,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023400000,19743,73855,7,3101910,318,256,9746,7266,38.9,3947500,405,38,9997,9746,141130.0,21399,19743.0,35,48.285056665389355,-102.98974569609888,216432.0,2012,1,29,2012,1,8,2011,9,16,0,1,96,156,22,40,308,3018,12,38,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023410000,20515,52689,4,2212938,208,311,10598,8254,41.3,3567037,336,34,9917,10598,122736.0,21400,20515.0,35,48.28505560374613,-102.98995126883312,216432.0,2012,5,17,2012,2,2,2011,9,14,0,1,96,156,22,40,308,3019,12,38,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023420000,19507,25435,2,1068270,120,295,8851,7576,51.1,2513680,283,30,10656,8851,26104.0,21407,19507.0,20,48.403585344010324,-104.0300667235262,121407.0,2012,6,16,2012,6,15,2012,4,19,0,1,103,157,51,50,2196,2374,12,38,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023430000,19549,59267,6,2489214,263,262,9437,7651,36.0,3794173,402,36,10112,9437,86113.0,21411,19549.0,30,48.31201973839781,-102.95154907092234,216944.0,2012,4,17,2012,3,2,2011,10,7,0,1,95,156,22,40,311,1643,12,26,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023450000,20390,68426,7,2873892,309,9282,9282,9094,0.0,4568534,492,1,11108,9282,63524.0,21414,20520.0,19,48.22748481005421,-103.72561312664877,121414.0,2012,1,5,2011,11,23,2011,9,27,0,1,101,155,35,57,2165,3628,12,38,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023460000,19981,52246,5,2194332,214,340,10223,6994,30.0,2978529,291,30,9758,10223,123182.0,21416,19981.0,16,48.59065508440524,-102.95441240634615,121416.0,2013,4,3,2013,2,21,2012,6,20,0,1,95,159,9,16,1703,2018,12,37,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023470000,19314,52365,5,2199330,230,317,9536,7232,31.2,3003031,314,30,9778,9536,93247.0,21417,19314.0,16,48.590655170469944,-102.95459847823936,121417.0,2013,4,3,2013,2,21,2012,6,16,0,1,95,159,9,16,1847,1995,12,37,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023490000,19237,54930,5,2307060,233,329,9887,5820,32.0,3023102,305,30,9350,9887,82351.0,21419,19237.0,16,48.59065534259936,-102.95497062202587,121419.0,2013,4,3,2013,2,27,2012,6,12,0,1,95,159,9,16,1847,2611,12,37,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023500000,20066,52173,5,2191266,239,366,9161,9327,37.0,1940185,211,25,10905,9161,39872.0,21420,20174.0,1,48.45884792312207,-103.4124746592166,121420.0,2012,9,7,2012,9,1,2012,6,30,0,1,99,157,23,63,1375,1694,12,12,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023510000,20298,59946,6,2517732,262,9602,9602,6760,31.0,2561870,266,1,10696,9602,61830.0,21432,20298.0,21,48.40227970220865,-103.48075430351419,121432.0,2011,12,14,2011,11,29,2011,10,9,0,1,99,157,9,16,3050,246,12,43,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023520000,20890,57605,6,2419410,253,317,9531,7710,31.0,2540610,266,30,11359,9531,88916.0,21433,20890.0,10,48.25604287215464,-103.2723748150652,121433.0,2012,1,10,2011,12,14,2011,10,13,0,1,98,155,9,16,2532,142,12,38,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023530000,20000,50413,5,2117346,225,392,9409,7522,33.0,2368982,251,24,10591,9409,34915.0,21441,20000.0,16,48.34145545810026,-103.676728116635,221441.0,2012,10,15,2012,11,28,2012,2,24,0,1,101,156,35,57,2204,3651,12,30,316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023540000,21000,60354,6,2534868,262,321,9640,7454,31.0,2585008,268,30,11360,9640,84892.0,21467,21000.0,30,48.22575936232336,-103.20365697596121,121467.0,2012,1,24,2011,12,27,2011,10,29,0,1,97,155,9,16,793,323,12,30,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023580000,20984,16280,1,683760,68,903,9943,7791,25.5,772034,77,11,11041,9943,76390.0,21494,20984.0,20,48.40249680024621,-103.24455316615344,221492.0,2012,7,7,2012,6,9,2012,2,13,0,1,97,157,22,40,1168,1689,12,38,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023590000,20668,72881,7,3061002,305,334,10027,9151,54.0,2882855,287,30,10641,10027,35682.0,21495,20690.0,13,48.25442843865533,-103.10699670123121,121495.0,2012,1,24,2012,1,20,2011,11,10,0,1,97,155,57,97,587,634,12,31,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023600000,19650,58566,6,2459772,260,248,9450,6733,32.1,2956006,312,38,10200,9450,66455.0,21496,19369.0,33,48.46059996823421,-103.60767412942431,121496.0,2013,4,15,2013,4,18,2012,12,27,0,1,100,158,35,101,1283,2882,12,43,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023610000,20069,49161,5,2064762,228,265,9023,8606,29.6,3477317,385,34,11046,9023,55956.0,21497,20069.0,21,48.315164504743535,-103.16115439278096,121497.0,2012,3,26,2012,3,19,2011,10,5,0,1,97,156,22,40,1173,2257,12,43,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023620000,20667,81424,8,3419808,363,247,9412,9461,38.7,3933476,417,38,11255,9412,72026.0,21498,20667.0,32,48.12350247369773,-103.82089831226385,221498.0,2012,3,23,2012,3,12,2011,12,16,0,1,102,154,48,11,1939,421,12,25,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023630000,20425,72883,7,3061086,328,282,9325,9331,41.6,3735844,400,33,11100,9325,98518.0,21499,20425.0,13,48.16799615179718,-103.74284659970344,121499.0,2012,2,21,2012,2,2,2011,10,31,0,1,102,154,48,11,778,421,12,30,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023640000,20415,87856,9,3689952,383,9633,9633,9291,0.0,3878137,402,1,10782,9633,66559.0,21507,20415.0,30,48.3126108115485,-103.847402985851,121507.0,2012,2,11,2012,1,27,2011,12,5,0,1,102,156,48,11,2541,22,12,30,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023660000,19546,51435,4,2160270,200,359,10785,7376,31.0,3041186,281,30,8761,10785,137903.0,21516,19700.0,12,48.60515793330889,-102.89711256036809,121516.0,2013,1,14,2012,12,8,2012,4,20,0,1,95,159,9,16,1710,3084,12,38,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023680000,19660,50058,4,2102436,205,341,10242,7373,31.0,3074155,300,30,9418,10242,121907.0,21518,19660.0,12,48.60515776096457,-102.8974848240897,121518.0,2013,1,18,2012,12,7,2012,4,24,0,1,95,159,9,16,1710,3469,12,38,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023690000,19132,50856,5,2135952,222,319,9587,7100,30.0,3055099,318,30,9545,9587,102519.0,21519,19132.0,12,48.60515784713672,-102.89729869222887,121519.0,2013,1,17,2012,12,14,2012,4,22,0,1,95,159,9,16,2193,3467,12,38,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023700000,20662,57288,5,2406096,246,325,9760,7733,32.6,3311460,339,30,10902,9760,61683.0,21520,20895.0,7,48.3432846386353,-103.46605158453629,121520.0,2012,6,21,2012,5,1,2012,3,23,0,1,99,156,9,16,477,410,12,38,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023710000,19539,33168,3,1393056,157,368,8838,8300,32.4,2388562,270,24,10701,8838,38045.0,21550,19579.0,4,48.45911071988489,-104.00117072572165,121550.0,2012,1,15,2012,1,15,2011,10,29,0,1,103,157,23,35,2621,383,12,30,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023730000,20650,79895,8,3355590,345,249,9711,9752,42.3,3939960,405,39,10939,9711,137898.0,21562,20650.0,33,48.19836420847143,-103.67242190437176,221562.0,2012,3,8,2012,2,11,2011,10,23,0,1,101,155,48,11,355,28,12,37,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023750000,19938,36544,4,1534848,170,299,8992,8107,41.0,2978760,331,30,10946,8992,53880.0,21575,19938.0,19,48.4027887631929,-103.91135540354601,121575.0,2012,6,7,2012,6,6,2012,3,25,0,1,102,157,51,50,2790,3368,12,37,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023770000,19871,75525,8,3172050,346,240,9156,8059,40.7,4241478,463,38,10715,9156,96142.0,21593,19871.0,9,48.43163839338303,-103.48132255970616,121593.0,2012,3,26,2012,3,21,2011,11,1,0,1,99,157,22,40,2578,1692,12,43,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023780000,19537,26835,2,1127070,121,386,9272,7400,31.0,2439015,263,24,10265,9272,36345.0,21610,19577.0,5,48.4591106141858,-104.02296451260523,121610.0,2012,2,28,2012,2,28,2011,11,21,0,1,103,157,23,35,135,395,12,12,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023790000,19726,27967,3,1174614,130,299,8995,8013,46.7,2553642,283,30,10731,8995,27095.0,21612,19726.0,19,48.40291201128671,-104.04345003544232,121612.0,2012,8,8,2012,8,6,2012,5,13,0,1,103,157,51,50,1370,2910,12,14,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023800000,20016,29062,3,1220604,132,306,9205,7978,56.0,2681865,291,30,10811,9205,25880.0,21613,20016.0,19,48.40291518509239,-104.04324404953228,121613.0,2012,8,18,2012,8,18,2012,6,8,0,1,103,157,51,50,1431,2779,12,14,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023810000,19661,62196,6,2612232,272,320,9601,6600,31.0,3450100,359,30,10060,9601,56529.0,21615,19661.0,22,48.57607513391674,-103.2037370611968,121615.0,2012,2,8,2011,12,29,2011,11,15,0,1,97,159,9,16,2623,252,12,38,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023820000,18880,62420,7,2621640,317,235,8258,8657,34.6,2812600,340,35,10622,8258,67086.0,21616,18880.0,7,48.51872171197685,-103.52834128596531,121616.0,2012,4,28,2012,4,26,2011,11,5,0,1,99,158,13,19,649,3839,12,38,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023830000,19680,64781,7,2720802,300,259,9068,8782,37.2,2812790,310,35,10612,9068,57002.0,21617,19680.0,7,48.518584662790296,-103.52834222983023,121617.0,2012,5,7,2012,5,5,2011,12,16,0,1,99,158,13,19,658,1882,12,38,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023840000,19924,58435,6,2454270,263,309,9299,7140,30.8,3278330,352,30,10625,9299,56536.0,21618,20095.0,33,48.460323467893325,-103.3495727638605,121618.0,2012,6,7,2012,4,26,2012,3,20,0,1,98,158,9,16,319,350,12,43,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023860000,20636,58026,5,2437092,251,322,9676,6550,31.0,2753101,284,30,10960,9676,104025.0,21626,20636.0,27,48.40108906020281,-103.33324775732781,121626.0,2012,7,18,2012,7,2,2012,3,3,0,1,98,157,9,16,1367,290,12,26,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023870000,20617,76368,7,3207456,324,246,9873,9295,40.6,4256505,431,40,10744,9873,96435.0,21627,20617.0,12,48.343606406263675,-103.86579230230669,121627.0,2012,4,21,2012,4,4,2012,1,2,0,1,103,156,48,11,3115,23,12,37,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023880000,20002,81220,8,3411240,343,283,9927,8049,40.0,3528215,355,35,10075,9927,65616.0,21634,20050.0,8,48.51871876825752,-103.50077950100949,121634.0,2012,2,15,2012,2,5,2011,11,28,0,1,99,158,13,19,650,1854,12,43,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105023900000,20275,57710,6,2423820,253,318,9565,7601,31.0,2565343,268,30,10710,9565,69360.0,21639,20275.0,3,48.458981123228256,-103.33274074980473,121639.0,2012,3,15,2012,2,5,2011,12,15,3,1,98,157,9,16,2814,380,12,13,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
