api,cum_gor_180,cum_gor_30,cum_gor_365,cum_gor_545,cum_gor_730,cum_gor_90,cum_oil_180,cum_oil_30,cum_oil_365,cum_oil_545,cum_oil_730,cum_oil_90,cum_water_180,cum_water_30,cum_water_365,cum_water_545,cum_water_730,cum_water_90,cum_wc_180,cum_wc_30,cum_wc_365,cum_wc_545,cum_wc_730,cum_wc_90
33089005910000,337.207,385.892,346.52,353.889,360.932,335.584,14707.0,2651.0,20890.0,25107.0,28574.0,9067.0,22523.0,3737.0,31085.0,36453.0,40611.0,13532.0,60.497,58.5,59.808,59.215,58.699,59.879
33089005920000,1084.443,1086.302,1122.767,1100.348,1141.302,938.446,33853.0,8043.0,50900.0,65594.0,77683.0,19561.0,40646.0,13955.0,66871.0,92048.0,112013.0,24457.0,54.559,63.438,56.781,58.391,59.049,55.561
33089005940000,1204.938,1217.02,,,,1197.152,149844.0,35421.0,,,,90885.0,24267.0,11834.0,35514.0,44645.0,49981.0,18163.0,13.938,25.043,,,,16.656
33089005950000,719.32,1163.338,722.916,727.759,758.265,792.934,29758.0,4221.0,63336.0,89506.0,109730.0,14340.0,62048.0,28731.0,85090.0,102242.0,115700.0,37620.0,67.586,87.19,57.328,53.321,51.324,72.402
33089005980000,1094.745,1093.366,1093.186,1087.608,1089.238,1052.659,105432.0,15903.0,165109.0,196749.0,212081.0,54524.0,13588.0,9806.0,16852.0,19886.0,22175.0,12351.0,11.417,38.142,9.261,9.179,9.466,18.469
33089005990000,360.091,299.732,394.222,415.164,448.406,323.24,80218.0,24063.0,109531.0,129186.0,143316.0,46199.0,37784.0,9866.0,59564.0,72229.0,81929.0,18464.0,32.02,29.078,35.225,35.861,36.373,28.554
33089006010000,417.055,393.9,395.406,410.609,422.315,386.567,42149.0,12037.0,60525.0,76359.0,87293.0,29042.0,32986.0,9553.0,47841.0,60400.0,69162.0,23608.0,43.902,44.247,44.148,44.165,44.206,44.84
33089006020000,123.817,45.496,128.177,,,115.506,5282.0,451.0,7653.0,,,2844.0,32350.0,3950.0,45967.0,,,18494.0,85.964,89.752,85.727,,,86.672
33089006040000,1108.35,1825.503,1110.791,1180.427,1213.626,1044.62,14067.0,1499.0,19988.0,24545.0,28248.0,8736.0,33673.0,13369.0,44074.0,50956.0,56067.0,24699.0,70.534,89.918,68.799,67.49,66.497,73.872
33089006050000,1162.999,1320.247,1264.491,1312.23,1276.785,1168.158,31448.0,7880.0,45746.0,53449.0,62955.0,20749.0,24055.0,11691.0,33346.0,39368.0,48860.0,18634.0,43.34,59.736,42.161,42.415,43.697,47.315
33089006060000,959.435,1045.874,1159.043,1126.909,1107.307,1008.341,17217.0,3357.0,24789.0,29352.0,34626.0,9955.0,44752.0,17894.0,61293.0,69039.0,77823.0,31312.0,72.217,84.203,71.203,70.168,69.207,75.877
33089006070000,1344.752,1439.359,1262.592,1251.921,1267.088,1409.538,69176.0,20646.0,98470.0,117557.0,131948.0,45197.0,27267.0,14903.0,39935.0,64394.0,88635.0,21697.0,28.273,41.922,28.854,35.391,40.182,32.435
33089006080000,1105.286,1211.6,1068.634,1123.287,1167.908,1132.666,44580.0,11724.0,64908.0,79525.0,89514.0,25554.0,47440.0,24424.0,64829.0,71787.0,74521.0,32867.0,51.554,67.567,49.97,47.443,45.43,56.259
33089006110000,0.0,0.0,0.0,0.0,0.0,0.0,3943.0,1420.0,5622.0,6930.0,8152.0,2593.0,584.0,174.0,584.0,584.0,584.0,565.0,12.9,10.916,9.41,7.772,6.685,17.891
33089006120000,1079.36,1124.422,1160.741,1173.593,1180.081,1125.382,87796.0,25205.0,131109.0,154879.0,175720.0,56723.0,27362.0,14125.0,37699.0,49946.0,57318.0,20966.0,23.76,35.914,22.332,24.385,24.596,26.987
33089006130000,1013.086,1176.311,1094.716,1216.647,1177.664,1045.817,37343.0,9484.0,57245.0,68589.0,82920.0,21079.0,43934.0,24235.0,59495.0,69428.0,83549.0,32253.0,54.055,71.873,50.964,50.304,50.189,60.476
33089006140000,1076.329,1605.763,1107.147,1141.968,1140.231,906.508,13241.0,1527.0,20186.0,24471.0,28299.0,7882.0,37449.0,14019.0,51112.0,59503.0,65934.0,24821.0,73.878,90.178,71.688,70.859,69.969,75.898
33089006150000,1022.71,1242.913,1177.677,1216.455,1198.161,1090.501,17105.0,3323.0,26125.0,31270.0,35754.0,9420.0,53733.0,25215.0,73014.0,84594.0,93668.0,38062.0,75.853,88.356,73.648,73.011,72.374,80.161
33089006160000,1206.333,1327.429,1185.274,1190.182,1210.878,1214.159,66238.0,13527.0,101276.0,121787.0,135753.0,38293.0,19443.0,9861.0,26254.0,35072.0,39490.0,14065.0,22.692,42.163,20.587,22.359,22.534,26.863
33089006180000,398.391,498.393,463.311,483.966,497.325,474.344,23321.0,5511.0,38651.0,47941.0,54595.0,11918.0,28562.0,11529.0,46188.0,55934.0,63221.0,15769.0,55.051,67.658,54.442,53.847,53.661,56.955
33089006190000,1013.734,1229.781,1004.105,1026.292,1092.722,1100.709,38373.0,10875.0,59065.0,71705.0,82078.0,24392.0,43147.0,24202.0,60088.0,73941.0,81853.0,32894.0,52.928,68.997,50.429,50.768,49.931,57.421
33089006200000,833.683,971.203,828.358,879.209,923.761,889.369,67927.0,21760.0,110559.0,139268.0,158259.0,48432.0,26477.0,13813.0,41810.0,54680.0,62596.0,23232.0,28.046,38.83,27.44,28.193,28.343,32.418
33089006210000,1174.51,1595.989,1180.571,1234.055,1275.045,1077.891,11708.0,2012.0,17423.0,20935.0,23649.0,6384.0,29298.0,12164.0,38861.0,44952.0,49648.0,19285.0,71.448,85.807,69.044,68.226,67.735,75.13
33089006230000,1190.839,1416.004,1284.705,1394.587,1458.367,1236.314,87627.0,25905.0,128736.0,149196.0,160800.0,57852.0,52932.0,22356.0,78878.0,94544.0,104709.0,38007.0,37.658,46.323,37.993,38.789,39.437,39.649
33089006240000,1176.15,1309.87,1152.803,1172.372,1206.14,1186.669,136837.0,34289.0,210203.0,248595.0,275384.0,85633.0,20401.0,11003.0,35133.0,54292.0,65452.0,15364.0,12.975,24.293,14.32,17.925,19.203,15.212
33089006250000,1054.915,1121.145,1064.118,1036.536,1038.603,1041.07,46841.0,11738.0,71141.0,86670.0,97153.0,26745.0,37168.0,21282.0,54834.0,70229.0,77315.0,27398.0,44.243,64.452,43.528,44.761,44.315,50.603
33089006280000,339.532,180.225,378.655,452.274,528.135,241.376,20780.0,7191.0,32958.0,42596.0,51592.0,13839.0,37587.0,4507.0,85679.0,122319.0,153274.0,12044.0,64.398,38.528,72.219,74.171,74.817,46.532
33089006290000,894.455,980.182,952.457,961.272,1002.303,872.217,23912.0,5072.0,35557.0,44292.0,49944.0,15024.0,23881.0,9395.0,34122.0,40529.0,44660.0,15902.0,49.968,64.941,48.97,47.782,47.207,51.42
33089006300000,587.919,659.804,760.25,879.239,934.837,646.533,14052.0,2182.0,21388.0,26589.0,31156.0,7500.0,45268.0,19684.0,60300.0,72954.0,85077.0,32667.0,76.312,90.021,73.817,73.289,73.195,81.328
33089006310000,961.087,940.113,,,,937.402,49170.0,18418.0,,,,35856.0,48298.0,16768.0,,,,33740.0,49.553,47.655,,,,48.48
33089006320000,1295.022,1202.34,1324.283,1366.025,1410.692,1206.54,101507.0,25527.0,142411.0,166082.0,185122.0,63929.0,26770.0,12411.0,35129.0,39849.0,44260.0,18888.0,20.869,32.714,19.787,19.351,19.295,22.807
33089006330000,922.058,1035.472,862.042,890.823,976.412,932.982,37436.0,7633.0,57718.0,74697.0,86940.0,20828.0,24036.0,9882.0,48710.0,70885.0,86456.0,14983.0,39.101,56.42,45.768,48.691,49.86,41.839
33089006350000,1126.17,1062.895,1144.844,1185.787,1221.064,1093.471,157089.0,38891.0,224369.0,255087.0,279647.0,96115.0,23729.0,11583.0,31717.0,36593.0,40459.0,16412.0,13.123,22.948,12.385,12.546,12.639,14.585
33089006360000,900.788,1048.176,983.741,1110.557,1159.743,856.908,21822.0,3957.0,32566.0,40263.0,45292.0,10688.0,48899.0,24857.0,69774.0,90153.0,103836.0,33383.0,69.144,86.267,68.179,69.127,69.629,75.748
33089006370000,1142.197,1096.296,1161.401,1185.539,1223.282,1120.349,140041.0,28792.0,219734.0,262295.0,291891.0,80886.0,20944.0,8704.0,33251.0,42161.0,47328.0,13557.0,13.01,23.213,13.143,13.848,13.952,14.355
33089006400000,1298.921,1257.976,1362.337,1464.877,1518.686,1208.695,24284.0,5600.0,35186.0,41709.0,46483.0,14657.0,20914.0,10635.0,27883.0,32986.0,37624.0,15439.0,46.272,65.507,44.21,44.161,44.733,51.299
33089006420000,1279.546,1314.988,1291.66,1337.455,1402.161,1302.291,26933.0,7240.0,42829.0,51648.0,58361.0,17827.0,33479.0,14979.0,50358.0,60575.0,67705.0,21715.0,55.418,67.415,54.04,53.977,53.706,54.916
33089006430000,514.802,717.883,522.498,519.169,514.894,562.943,23136.0,5986.0,36886.0,44420.0,52253.0,14095.0,38232.0,8994.0,58400.0,69434.0,80835.0,24233.0,62.3,60.04,61.289,60.985,60.738,63.225
33089006440000,818.672,75.44,992.489,1047.011,1101.028,630.996,104627.0,25656.0,162877.0,194655.0,218074.0,64084.0,6616.0,171.0,12636.0,16543.0,19876.0,3643.0,5.947,0.662,7.199,7.833,8.353,5.379
33089006460000,356.573,inf,,,,328.995,2381.0,0.0,,,,944.0,51725.0,9692.0,,,,28848.0,95.599,100.0,,,,96.831
33089006470000,,,,,,,,0.0,,,,,,10117.0,,,,,,100.0,,,,
33089006480000,689.184,1020.897,682.315,720.798,700.711,672.792,12583.0,1238.0,22202.0,28273.0,32755.0,5888.0,33720.0,11115.0,53085.0,67641.0,76695.0,18766.0,72.825,89.978,70.51,70.523,70.073,76.117
33089006510000,1152.777,1170.833,1214.316,1304.076,1338.501,1151.934,48731.0,12747.0,74593.0,90314.0,102248.0,29508.0,26364.0,13036.0,40098.0,48780.0,55581.0,18242.0,35.108,50.56,34.962,35.07,35.216,38.203
33089006530000,623.786,637.176,585.335,,,620.951,70558.0,22120.0,110175.0,,,45686.0,22551.0,14440.0,32457.0,45520.0,57436.0,18289.0,24.22,39.497,22.756,,,28.588
33089006540000,532.632,523.993,514.52,468.261,474.21,532.768,64546.0,19806.0,104416.0,136087.0,156771.0,41369.0,32055.0,19907.0,43933.0,57801.0,66357.0,25549.0,33.183,50.127,29.615,29.812,29.739,38.18
33089006560000,954.646,980.718,1096.602,1170.096,1232.761,884.76,52576.0,13054.0,76074.0,92533.0,105702.0,30749.0,33513.0,10355.0,49533.0,62433.0,73691.0,19136.0,38.928,44.235,39.435,40.288,41.078,38.36
33089006570000,134.263,55.918,276.711,437.757,,128.371,2186.0,222.0,3566.0,4251.0,,909.0,41801.0,9091.0,62308.0,74609.0,,24541.0,95.03,97.616,94.587,94.609,,96.428
33089006600000,,,,,,,,0.0,,,,0.0,,15100.0,,,,33891.0,,100.0,,,,100.0
33089006630000,1019.28,1284.534,1047.481,1046.192,1044.734,1241.269,35321.0,7467.0,55064.0,66305.0,76284.0,15377.0,24330.0,9611.0,41333.0,48515.0,54127.0,13421.0,40.787,56.277,42.878,42.253,41.505,46.604
33089006640000,1008.235,1073.959,1132.693,1202.953,1148.703,1057.398,36437.0,10614.0,52338.0,61660.0,69373.0,22998.0,40090.0,14625.0,62364.0,76156.0,86020.0,26099.0,52.387,57.946,54.37,55.259,55.356,53.158
33089006660000,445.002,445.028,449.843,456.517,513.853,416.032,29963.0,9149.0,44152.0,52986.0,61685.0,19332.0,26473.0,6697.0,39852.0,47538.0,55517.0,15771.0,46.908,42.263,47.441,47.29,47.369,44.928
33089006690000,1112.146,1056.497,1158.792,1174.42,1290.906,995.5,28116.0,8237.0,38207.0,45062.0,49861.0,19217.0,30739.0,15916.0,39848.0,44953.0,49853.0,23862.0,52.228,65.897,51.051,49.939,49.996,55.391
33089006720000,499.525,447.021,522.11,520.597,550.01,445.547,21456.0,5562.0,33016.0,39827.0,45401.0,13236.0,34845.0,9019.0,55893.0,68859.0,78239.0,19063.0,61.891,61.854,62.865,63.356,63.28,59.02
33089006730000,1027.378,941.08,1127.03,1142.554,1131.428,841.832,31682.0,7762.0,46140.0,54958.0,62563.0,17680.0,34094.0,17842.0,48895.0,65264.0,78536.0,25156.0,51.833,69.684,51.449,54.286,55.66,58.726
33089006740000,1199.068,1268.046,1212.269,1206.531,1245.426,1191.036,33869.0,9379.0,51163.0,65901.0,79093.0,23111.0,48974.0,16558.0,74279.0,101137.0,124015.0,35503.0,59.117,63.839,59.214,60.547,61.059,60.571
33089006750000,1049.596,1189.85,1218.723,1268.342,1312.359,990.849,19428.0,3482.0,29624.0,35318.0,40181.0,11583.0,50618.0,22115.0,66984.0,76210.0,87373.0,38036.0,72.264,86.397,69.336,68.333,68.499,76.656
33089006760000,,,,,,,,,,,,,,,,,,,,,,,,
33089006770000,1099.919,1053.047,1100.801,1140.818,1183.134,1107.217,101685.0,22174.0,150251.0,178415.0,200378.0,60494.0,19139.0,8280.0,26042.0,30507.0,33754.0,13892.0,15.84,27.189,14.772,14.602,14.417,18.676
33089006780000,1144.557,1139.81,1175.851,1195.327,1178.677,1159.317,41143.0,13041.0,55548.0,64200.0,71769.0,27687.0,40141.0,20846.0,49881.0,56972.0,63022.0,31555.0,49.384,61.516,47.312,47.017,46.755,53.265
33089006790000,522.173,504.952,505.915,512.885,532.924,491.501,62598.0,17570.0,103001.0,135311.0,155911.0,36400.0,21280.0,11503.0,36411.0,44142.0,55863.0,15034.0,25.37,39.566,26.118,24.598,26.379,29.23
33089006800000,3551.899,inf,3551.899,,,inf,1580.0,0.0,1580.0,,,0.0,248464.0,16814.0,248464.0,,,69903.0,99.368,100.0,99.368,,,100.0
33089006810000,462.496,357.515,478.256,489.526,509.256,434.173,68705.0,21074.0,102980.0,122636.0,139791.0,40588.0,29660.0,7605.0,51871.0,63995.0,75095.0,14939.0,30.153,26.518,33.497,34.29,34.946,26.904
33089006830000,884.916,1062.174,856.548,905.878,958.357,900.611,36679.0,8635.0,53405.0,62846.0,69303.0,23038.0,46370.0,20198.0,60726.0,65968.0,73980.0,32308.0,55.835,70.052,53.207,51.212,51.632,58.375
33089006840000,1196.278,1220.821,1220.563,1215.831,1236.505,1216.139,81366.0,23676.0,108306.0,131816.0,147876.0,55391.0,25770.0,12269.0,34487.0,43687.0,47851.0,18690.0,24.054,34.133,24.152,24.892,24.448,25.229
33089006850000,1060.822,1074.718,1301.92,1369.009,1410.453,938.245,53494.0,14394.0,77498.0,92936.0,104009.0,31836.0,28965.0,10886.0,39274.0,47309.0,52233.0,19511.0,35.127,43.062,33.633,33.733,33.431,37.998
33089006860000,1082.238,1066.258,1192.007,1268.551,1390.572,1092.659,77718.0,19855.0,107112.0,124531.0,138678.0,48218.0,34893.0,16358.0,45865.0,51965.0,55162.0,24576.0,30.985,45.172,29.982,29.443,28.457,33.761
33089006870000,1121.939,1239.141,1097.329,1153.768,1193.59,1114.006,108206.0,21255.0,180990.0,235357.0,279927.0,65086.0,54695.0,23578.0,75115.0,98193.0,111948.0,40506.0,33.576,52.591,29.33,29.439,28.567,38.361
33089006880000,1255.687,1357.605,1306.601,1300.462,1316.075,1281.645,72386.0,21619.0,106263.0,127688.0,142479.0,46862.0,23040.0,13095.0,30140.0,37307.0,41306.0,18426.0,24.144,37.723,22.096,22.611,22.475,28.223
33089006900000,1058.626,1043.925,1143.676,1181.228,1232.4,1036.612,107325.0,24596.0,150112.0,174334.0,194889.0,64774.0,22894.0,9377.0,34745.0,41147.0,46255.0,15364.0,17.581,27.601,18.796,19.095,19.181,19.172
33089006910000,1206.955,1263.054,1239.676,1282.981,,1200.177,75729.0,22568.0,110446.0,133611.0,,51118.0,53406.0,23088.0,79283.0,94835.0,,38639.0,41.357,50.569,41.787,41.513,,43.048
33089006920000,1064.147,1144.894,1073.6,1127.012,1203.024,1020.69,51234.0,13090.0,77838.0,93373.0,105469.0,29525.0,40014.0,12255.0,57155.0,68544.0,77628.0,23140.0,43.852,48.353,42.339,42.333,42.397,43.938
33089006940000,,156.361,,,,,2786.0,1672.0,,,,2786.0,684.0,369.0,,,,684.0,19.712,18.079,,,,19.712
33089006950000,1102.862,1199.404,1125.79,1141.856,1165.667,1139.7,75449.0,20636.0,110756.0,131004.0,149371.0,48566.0,53142.0,21892.0,76347.0,100805.0,122250.0,36986.0,41.326,51.477,40.805,43.486,45.008,43.232
33089006960000,1104.045,1188.432,1219.772,1250.481,1286.545,1078.547,28713.0,6038.0,41346.0,48932.0,54399.0,17604.0,22690.0,10241.0,32108.0,37973.0,41634.0,17402.0,44.141,62.909,43.712,43.695,43.354,49.711
33089006970000,1291.454,1268.111,1303.199,1342.939,1355.284,1263.852,90862.0,22773.0,130963.0,155707.0,173818.0,57781.0,27450.0,13686.0,34412.0,38967.0,42886.0,21376.0,23.201,37.538,20.808,20.017,19.79,27.005
33089006980000,1235.313,1128.476,1326.367,1373.492,1481.014,1128.9,87838.0,25641.0,124394.0,146832.0,165056.0,59804.0,26830.0,14287.0,36026.0,41319.0,46248.0,20738.0,23.398,35.782,22.457,21.961,21.887,25.748
33089006990000,1211.694,1208.995,1242.516,1353.467,1362.443,1222.758,50663.0,14940.0,82164.0,101247.0,116389.0,32344.0,67738.0,23713.0,95564.0,118115.0,135717.0,42635.0,57.211,61.348,53.77,53.845,53.833,56.863
33089007000000,972.717,898.797,1098.999,1212.443,1284.931,882.701,57562.0,17437.0,77785.0,90848.0,100621.0,36298.0,38619.0,15920.0,54077.0,63639.0,71072.0,26505.0,40.152,47.726,41.01,41.194,41.395,42.203
33089007010000,1251.71,1172.374,1329.372,,,1168.872,21424.0,6056.0,30543.0,,,13903.0,34205.0,13061.0,49158.0,,,23587.0,61.488,68.321,61.678,,,62.915
33089007020000,1192.058,1180.189,1256.103,1338.145,,1128.734,53520.0,15669.0,76782.0,91520.0,,34417.0,16077.0,7267.0,21678.0,26609.0,33062.0,11529.0,23.1,31.684,22.017,22.525,,25.092
33089007030000,394.181,299.909,382.665,384.946,394.691,313.233,26037.0,6622.0,38918.0,46756.0,52818.0,16648.0,20260.0,5148.0,32218.0,40788.0,44956.0,13204.0,43.761,43.738,45.291,46.591,45.98,44.232
33089007040000,972.698,840.629,1105.235,1099.401,,792.755,15464.0,1761.0,23349.0,29443.0,,8705.0,24251.0,7389.0,31558.0,39217.0,,20480.0,61.063,80.754,57.475,57.118,,70.173
33089007050000,959.083,896.144,1044.292,1174.071,,947.166,22649.0,4868.0,35463.0,44591.0,,14343.0,39999.0,15532.0,59519.0,76724.0,,30279.0,63.847,76.137,62.663,63.244,,67.857
33089007070000,472.727,338.47,495.259,499.032,521.63,411.547,72826.0,18881.0,109347.0,133021.0,150359.0,36564.0,32455.0,8747.0,55399.0,68936.0,80958.0,14733.0,30.827,31.66,33.627,34.134,34.999,28.721
33089007080000,521.816,378.32,492.388,522.258,541.085,497.349,47240.0,15981.0,71026.0,88751.0,101825.0,33186.0,37897.0,10600.0,61290.0,83381.0,101073.0,24299.0,44.513,39.878,46.321,48.44,49.815,42.27
33089007110000,938.668,1060.632,945.726,955.009,,969.42,33492.0,9189.0,53812.0,70867.0,,21640.0,66229.0,25369.0,107985.0,140957.0,,42898.0,66.414,73.41,66.741,66.544,,66.469
33089007120000,636.158,695.402,642.521,644.806,606.107,654.486,34194.0,9699.0,57188.0,75146.0,91337.0,19147.0,31175.0,11227.0,51206.0,64879.0,77528.0,17426.0,47.691,53.651,47.241,46.334,45.911,47.647
33089007140000,1191.819,1164.403,1274.874,1270.34,1409.499,1112.138,27170.0,7055.0,38543.0,45877.0,52676.0,16461.0,18915.0,6280.0,26555.0,31953.0,39850.0,12579.0,41.044,47.094,40.792,41.055,43.069,43.316
33089007150000,146.57,139.206,270.662,342.067,,93.269,35940.0,8491.0,58231.0,72633.0,,21928.0,25441.0,4654.0,40951.0,51178.0,,15021.0,41.448,35.405,41.289,41.336,,40.653
33089007160000,1295.172,1254.052,1307.555,1329.538,1337.425,1275.262,109382.0,28300.0,156332.0,188482.0,214556.0,71541.0,27900.0,14537.0,34318.0,38963.0,45173.0,21996.0,20.323,33.936,18.001,17.131,17.392,23.516
33089007170000,1206.439,1157.018,1198.318,1215.725,1238.928,1197.568,118644.0,27899.0,176339.0,215183.0,247492.0,71602.0,19828.0,10477.0,25409.0,30604.0,35324.0,15742.0,14.319,27.301,12.594,12.451,12.49,18.023
33089007180000,452.782,482.322,489.046,526.505,,470.018,48333.0,13954.0,87573.0,112934.0,,32186.0,30940.0,16688.0,44797.0,49907.0,,23263.0,39.03,54.461,33.842,30.648,,41.954
33089007190000,459.468,520.362,490.69,511.652,,468.625,32163.0,5822.0,50590.0,60377.0,,18005.0,18866.0,6879.0,29835.0,35123.0,,12477.0,36.971,54.161,37.097,36.778,,40.932
33089007200000,1202.762,1207.909,1268.644,1320.424,1365.088,1203.736,74621.0,23303.0,105183.0,124138.0,139482.0,46719.0,34509.0,20180.0,43958.0,50685.0,59994.0,26537.0,31.622,46.409,29.474,28.992,30.076,36.225
33089007210000,1293.926,1578.543,1319.352,1397.713,,1340.742,63108.0,17399.0,95523.0,126650.0,,40532.0,59517.0,21778.0,93375.0,120192.0,,39589.0,48.536,55.589,49.431,48.692,,49.412
33089007220000,948.02,897.805,996.948,1048.631,1103.338,870.728,21707.0,2898.0,32110.0,39026.0,43887.0,12056.0,20799.0,6468.0,29604.0,36544.0,41556.0,13923.0,48.932,69.058,47.97,48.358,48.636,53.593
33089007230000,889.045,1014.186,906.193,919.426,944.888,904.099,19049.0,3379.0,28308.0,34483.0,39553.0,11278.0,24542.0,12792.0,33880.0,41730.0,48749.0,19477.0,56.301,79.105,54.48,54.754,55.207,63.33
33089007240000,513.109,361.379,522.554,526.87,,443.689,58547.0,15919.0,94982.0,116676.0,,28452.0,34738.0,12857.0,46850.0,59625.0,,18377.0,37.239,44.68,33.032,33.82,,39.243
33089007250000,429.308,415.44,454.111,454.17,,431.941,73655.0,17816.0,108091.0,126735.0,,46689.0,34177.0,19067.0,49208.0,55492.0,,25830.0,31.695,51.696,31.283,30.452,,35.618
33089007260000,435.509,433.751,459.816,477.032,,430.363,65693.0,15760.0,114200.0,147776.0,,37292.0,31430.0,16119.0,46604.0,56307.0,,21553.0,32.361,50.563,28.982,27.59,,36.627
33089007270000,446.176,495.275,458.534,463.915,501.246,480.509,55017.0,17292.0,82758.0,104218.0,120152.0,38520.0,23596.0,6519.0,41442.0,57768.0,68723.0,15745.0,30.015,27.378,33.367,35.662,36.385,29.015
33089007280000,564.312,633.133,621.828,620.338,613.361,603.714,26558.0,4673.0,40746.0,48696.0,54678.0,13765.0,46544.0,22819.0,59298.0,65684.0,72348.0,33941.0,63.67,83.002,59.272,57.426,56.955,71.146
33089007290000,444.051,474.178,429.57,435.55,,465.944,35097.0,6718.0,60102.0,76501.0,,19322.0,20611.0,8225.0,30203.0,36301.0,,14822.0,36.998,55.042,33.446,32.181,,43.41
33089007300000,419.324,496.202,435.783,431.49,,444.104,51367.0,14689.0,81635.0,103399.0,,30161.0,30523.0,14206.0,47434.0,55916.0,,20609.0,37.273,49.164,36.751,35.098,,40.593
33089007310000,476.058,524.757,475.957,521.027,,498.824,52009.0,13161.0,80326.0,101559.0,,32042.0,25065.0,9254.0,39965.0,51373.0,,16916.0,32.521,41.285,33.224,33.592,,34.552
33089007320000,461.784,513.928,444.566,484.147,,466.797,51986.0,11430.0,84522.0,104193.0,,27536.0,33806.0,19413.0,47466.0,54928.0,,24258.0,39.405,62.941,35.962,34.52,,46.836
33089007330000,,621.948,,,,606.559,,27816.0,,,,63241.0,,14017.0,,,,28982.0,,33.507,,,,31.426
33089007340000,484.696,485.595,461.385,469.866,,460.45,64917.0,18355.0,93374.0,110609.0,,40108.0,23534.0,5897.0,47427.0,55218.0,,13985.0,26.607,24.316,33.684,33.299,,25.854
33089007350000,797.319,1178.349,1022.776,1084.525,,965.387,14267.0,3973.0,24060.0,30367.0,,8301.0,44104.0,14628.0,70635.0,90084.0,,27696.0,75.558,78.641,74.592,74.789,,76.94
33089007360000,362.533,151.393,453.142,527.165,,322.799,34328.0,11152.0,55911.0,72662.0,,21725.0,26051.0,6532.0,43293.0,55056.0,,16388.0,43.146,36.937,43.64,43.107,,42.998
33089007370000,354.409,346.507,417.78,426.283,,347.748,39424.0,11105.0,62957.0,79970.0,,24442.0,27381.0,10782.0,46863.0,57957.0,,19099.0,40.986,49.262,42.673,42.02,,43.864
33089007390000,213.738,197.591,238.39,251.749,,190.52,22798.0,6885.0,39095.0,51622.0,,14274.0,91982.0,45386.0,126802.0,157470.0,,71322.0,80.138,86.828,76.434,75.311,,83.324
33089007400000,464.173,472.793,466.636,,,453.394,52663.0,16454.0,81398.0,,,30399.0,20149.0,6264.0,38511.0,,,10232.0,27.673,27.573,32.117,,,25.183
33089007420000,774.305,793.26,,,,780.577,83097.0,23014.0,,,,49375.0,23002.0,7756.0,,,,14604.0,21.68,25.206,,,,22.826
33089007440000,515.047,479.102,505.894,510.047,,466.05,62385.0,16444.0,98221.0,120480.0,,35217.0,39410.0,20760.0,56725.0,64866.0,,26668.0,38.715,55.8,36.61,34.997,,43.093
33089007450000,491.934,520.479,465.19,480.107,,483.0,81164.0,22448.0,119744.0,142592.0,,48385.0,47611.0,24514.0,64727.0,74636.0,,31882.0,36.972,52.2,35.088,34.358,,39.72
33089007460000,519.749,579.201,494.638,524.672,,554.363,56386.0,15643.0,92945.0,110622.0,,28676.0,33638.0,19111.0,44647.0,51413.0,,23844.0,37.366,54.989,32.449,31.73,,45.4
33089007470000,1044.917,987.404,1132.736,1105.253,,991.706,31484.0,6977.0,47630.0,57880.0,,19224.0,33183.0,14322.0,45102.0,53808.0,,24418.0,51.314,67.243,48.637,48.177,,55.951
33089007490000,491.884,355.916,570.111,668.972,,471.227,43649.0,12639.0,67209.0,80386.0,,26155.0,16310.0,4747.0,24326.0,29789.0,,10644.0,27.202,27.304,26.576,27.038,,28.925
33089007500000,541.521,572.69,578.025,575.72,,555.948,82372.0,27512.0,140467.0,168014.0,,52772.0,35465.0,17394.0,62218.0,75987.0,,25274.0,30.097,38.734,30.697,31.142,,32.383
33089007510000,540.331,438.017,566.127,607.463,,507.233,56724.0,14886.0,89067.0,107587.0,,32915.0,21566.0,5518.0,33043.0,44162.0,,12324.0,27.546,27.044,27.06,29.102,,27.242
33089007520000,494.286,476.278,546.78,585.115,,483.583,42859.0,10205.0,64722.0,77943.0,,25181.0,30556.0,14757.0,42026.0,49320.0,,21126.0,41.621,59.118,39.369,38.754,,45.622
33089007540000,523.486,571.172,553.435,566.827,,511.426,44670.0,12016.0,79569.0,106438.0,,26552.0,59370.0,27677.0,96526.0,124654.0,,39318.0,57.065,69.728,54.815,53.941,,59.69
33089007550000,441.792,584.986,419.149,409.316,,486.485,13336.0,2458.0,19239.0,23590.0,,8583.0,31568.0,17964.0,37929.0,42276.0,,26404.0,70.301,87.964,66.347,64.185,,75.468
33089007560000,840.589,926.867,987.08,,,909.722,39632.0,10784.0,58566.0,,,23720.0,44490.0,26288.0,61532.0,,,33536.0,52.887,70.911,51.235,,,58.572
33089007570000,763.861,864.804,939.1,,,723.368,37163.0,8826.0,55206.0,,,23278.0,34137.0,16039.0,44956.0,,,25061.0,47.878,64.504,44.883,,,51.844
33089007580000,577.532,629.111,750.113,,,459.182,18885.0,3284.0,29559.0,,,9726.0,59220.0,26029.0,89028.0,,,39745.0,75.821,88.797,75.074,,,80.34
33089007590000,607.839,1015.36,625.004,631.559,,681.273,47647.0,11551.0,74597.0,94888.0,,26890.0,64983.0,26538.0,98611.0,123966.0,,39811.0,57.696,69.674,56.932,56.643,,59.686
